prodid, prodname, caffeine_serving, calcium_serving, carbohydrates_serving, carbon-footprint_serving,cholesterol_serving, chromium_serving, copper_serving, energy_serving, energy-from-fat_serving, erythritol_serving, fat_serving, fiber_serving, fruits-vegetables-nuts_serving, guarana-seed-extract_serving, insoluble-fiber_serving, iron_serving, magnesium_serving, manganese_serving, molybdenum_serving, monounsaturated-fat_serving, omega-3-fat_serving, pantothenic-acid_serving, phosphorus_serving, polyols_serving, polyunsaturated-fat_serving, potassium_serving, proteins_serving, salt_serving, saturated-fat_serving, selenium_serving, serum-proteins_serving, sodium_serving, soluble-fiber_serving, starch_serving, sugars_serving, taurine_serving, trans-fat_serving, vitamin-a_serving, vitamin-b1_serving, vitamin-b12_serving, vitamin-b2_serving, vitamin-b6_serving, vitamin-b9_serving,vitamin-c_serving, vitamin-d_serving, vitamin-e_serving, vitamin-pp_serving, zinc_serving
76808502954," ""Mezze Penne""", undefined,0,42, undefined,0, undefined, undefined,837,42, undefined,1,2, undefined, undefined, undefined,0.0018, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined,7,0,0, undefined, undefined,0, undefined, undefined,2, undefined,0,0,0.000525, undefined,0.000255, undefined,0.00012,0, undefined, undefined,0.003, undefined
41331021630," ""Cream of Coconut""", undefined,0,22, undefined,0, undefined, undefined,586,209, undefined,5,0, undefined, undefined, undefined,0, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined,0,0.0381,5, undefined, undefined,0.015, undefined, undefined,20, undefined,0,0, undefined, undefined, undefined, undefined, undefined,0, undefined, undefined, undefined, undefined
16000106406," ""Bread Flour""", undefined, undefined,22, undefined, undefined, undefined, undefined,460, undefined, undefined,0,1, undefined, undefined, undefined,0.00108, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined,4,0, undefined, undefined, undefined,0, undefined, undefined, undefined, undefined, undefined, undefined,0.00015, undefined,0.000102, undefined,4.00E-05, undefined, undefined, undefined,0.0016, undefined
79893402710," ""Whole Wheat Flour""", undefined,0.0076,10.3, undefined,0, undefined, undefined,191,7.98, undefined,0.19,1.9, undefined, undefined, undefined,0.00041, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined,1.9,0,0, undefined, undefined,0, undefined, undefined,0, undefined,0,0, undefined, undefined, undefined, undefined, undefined,0, undefined, undefined, undefined, undefined
16000116108," ""Self Rising Flour""", undefined,0.06,23, undefined, undefined, undefined, undefined,418, undefined, undefined,0,1, undefined, undefined, undefined,0.00108, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined,0.035,3,1.016, undefined, undefined, undefined,0.4, undefined, undefined, undefined, undefined, undefined, undefined,0.00015, undefined,0.000102, undefined, undefined, undefined, undefined, undefined,0.0016, undefined
21130512881," ""Corn Oil""", undefined,0,0, undefined,0, undefined, undefined,502,502, undefined,14,0, undefined, undefined, undefined,0, undefined, undefined, undefined,4, undefined, undefined, undefined, undefined,8, undefined,0,0,2, undefined, undefined,0, undefined, undefined,0, undefined,0,0, undefined, undefined, undefined, undefined, undefined,0, undefined, undefined, undefined, undefined
79893406374," ""Organic Rotini""", undefined,0,41, undefined,0, undefined, undefined,837, undefined, undefined,1,2, undefined, undefined, undefined,0.00144, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined,7,0,0, undefined, undefined,0, undefined, undefined,2, undefined,0,0, undefined, undefined, undefined, undefined, undefined,0, undefined, undefined, undefined, undefined
31200210074," ""Cran-Apple""", undefined, undefined,31, undefined, undefined, undefined, undefined,502, undefined, undefined,0, undefined,15, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined,0.035, undefined,0.1143, undefined, undefined, undefined,0.045, undefined, undefined,31, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined,0.06, undefined, undefined, undefined, undefined
7989360071," ""No stir Creamy Peanut Butter""", undefined,0,6, undefined, undefined, undefined, undefined,837, undefined, undefined,16,2, undefined, undefined, undefined,0.00072, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined,8,0.2159,4, undefined, undefined,0.085, undefined, undefined,2, undefined,0,0, undefined, undefined, undefined, undefined, undefined,0, undefined, undefined, undefined, undefined
7.65172E+11," ""Traditional Prosciutto""", undefined,0,1, undefined,0.03, undefined, undefined,293,167, undefined,5,0, undefined, undefined, undefined,0.00054, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined,8,1.2192,2, undefined, undefined,0.48, undefined, undefined,0, undefined,0,0, undefined, undefined, undefined, undefined, undefined,0, undefined, undefined, undefined, undefined
79893408828," ""Organic Grape Tomatoes""", undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined
41345105128," ""Blackberries in light syrup""", undefined,0.02,26, undefined,0, undefined, undefined,460,0, undefined,0,6, undefined, undefined, undefined,0.00072, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined,0.138,1,0.0254,0, undefined, undefined,0.01, undefined, undefined,19, undefined,0,9.00E-05, undefined, undefined, undefined, undefined, undefined,0.0036, undefined, undefined, undefined, undefined
76381123454," ""Margarita Salt""", undefined, undefined,0, undefined, undefined, undefined, undefined,0,0, undefined,0, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined,0,0.9906, undefined, undefined, undefined,0.39, undefined, undefined, undefined, undefined,0, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined
28400071345," ""Simply Natural Blue Corn Tortilla Chips""", undefined,0.02,19, undefined,0, undefined, undefined,586,209, undefined,6,1, undefined, undefined, undefined,0.00036, undefined, undefined, undefined,3.5, undefined, undefined,0.06, undefined,2, undefined,2,0.2032,0.5, undefined, undefined,0.08, undefined, undefined,0, undefined,0,0, undefined, undefined, undefined,8.00E-05, undefined,0, undefined,0.0016,0.0004, undefined
41369101205," ""Wild Caught Shrimp""", undefined,0.02,0, undefined,0.125, undefined, undefined,209,42, undefined,1,0, undefined, undefined, undefined,0, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined,11,0.8382,0, undefined, undefined,0.33, undefined, undefined,0, undefined,0,0, undefined, undefined, undefined, undefined, undefined,0, undefined, undefined, undefined, undefined
41345317125," ""Pitted dark sweet cherrie in heavy syrup""", undefined,0,30, undefined,0, undefined, undefined,502,0, undefined,0,3, undefined, undefined, undefined,0.00036, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined,2,1,0.0127,0, undefined, undefined,0.005, undefined, undefined,26, undefined,0,0, undefined, undefined, undefined, undefined, undefined,0.0012, undefined, undefined, undefined, undefined
78000082463," ""Dr Pepper""", undefined, undefined,40, undefined, undefined, undefined, undefined,628, undefined, undefined,0, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined,0,0.1397, undefined, undefined, undefined,0.055, undefined, undefined,40, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined
99482435417," ""Baked Potato Crisps Salted""", undefined,0.04,22, undefined,0, undefined, undefined,502,84, undefined,2,1, undefined, undefined, undefined,0.00036, undefined, undefined, undefined,1, undefined, undefined, undefined, undefined,0.5,0.27,1,0.4064,0, undefined, undefined,0.16, undefined, undefined,1, undefined,0,0, undefined, undefined, undefined, undefined, undefined,0, undefined, undefined, undefined, undefined
7.36924E+11," ""Original Habanero Peppersauce Hot Sauce""", undefined, undefined,0, undefined, undefined, undefined, undefined,0, undefined, undefined,0, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined,0,0.254, undefined, undefined, undefined,0.1, undefined, undefined,0, undefined,0, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined
53859201050," ""Papaya""", undefined, undefined,47, undefined, undefined, undefined, undefined,795,0, undefined,0, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined,0.16,0,0.0508, undefined, undefined, undefined,0.02, undefined, undefined,45, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined,0.06, undefined, undefined, undefined, undefined
41500936017," ""Tomato KETCHUP""", undefined, undefined, , undefined, undefined, undefined, undefined, , undefined, undefined, , undefined, undefined, undefined, undefined, , undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, , , undefined, undefined, , undefined, undefined, , undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined
49022556096," ""Raisins (California Sun Dried)""", undefined, undefined,32, undefined, undefined, undefined, undefined,544, undefined, undefined,2,2, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined,1,0.762,0, undefined, undefined,0.3, undefined, undefined,24, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined
14100074359," ""Milano Orange Flavored Chocolate""", undefined,0,16, undefined,0.005, undefined, undefined,544,293, undefined,7,1, undefined, undefined, undefined,0.00072, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined,1,0.1651,5, undefined, undefined,0.065, undefined, undefined,8, undefined,0,0, undefined, undefined, undefined, undefined, undefined,0, undefined, undefined, undefined, undefined
14100074120," ""Milano Dark Chocolate""", undefined,0,22, undefined,0.005, undefined, undefined,753,335, undefined,9,1, undefined, undefined, undefined,0.00144, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined,2,0.1524,4, undefined, undefined,0.06, undefined, undefined,11, undefined,0,0, undefined, undefined, undefined, undefined, undefined,0, undefined, undefined, undefined, undefined
70234017150," ""Classic marinara""", undefined,0.02,8, undefined,0, undefined, undefined,293,146, undefined,4,1, undefined, undefined, undefined,0.00144, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined,2,0.9652,1, undefined, undefined,0.38, undefined, undefined,5, undefined,0,0.00012, undefined, undefined, undefined, undefined, undefined,0.0024, undefined, undefined, undefined, undefined
22506135635," ""Virgin coconut oil""", undefined,0,0, undefined,0, undefined, undefined,502,502, undefined,14,0, undefined, undefined, undefined,0, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined,0,0,12, undefined, undefined,0, undefined, undefined,0, undefined,0,0, undefined, undefined, undefined, undefined, undefined,0, undefined, undefined, undefined, undefined
29212100100," ""Pistachios""", undefined,0.04,9, undefined,0, undefined, undefined,795,502, undefined,14,3, undefined, undefined, undefined,0.00108, undefined, undefined, undefined,7, undefined, undefined, undefined, undefined, undefined,0.3,6,0.5588,2, undefined, undefined,0.22, undefined, undefined,3, undefined,4.5,3.00E-05, undefined, undefined, undefined, undefined, undefined,0.0012, undefined, undefined, undefined, undefined
8.59702E+11," ""Lemon Ginger""", undefined, undefined,0, undefined,0, undefined, undefined,523,523, undefined,14, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined,1, undefined, undefined, undefined, undefined, undefined, undefined,0, undefined,11, undefined, undefined, undefined, undefined, undefined,0, undefined,0, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined
41500002248," ""Classic yellow mustard""", undefined, undefined,0, undefined, undefined, undefined, undefined,0, undefined, undefined,0, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined,0.1397,0, undefined, undefined,0.055, undefined, undefined, undefined, undefined,0, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined
84114118035," ""Sea Salt""", undefined,0,19, undefined,0, undefined, undefined,544,209, undefined,6,1, undefined, undefined, undefined,0.00036, undefined, undefined, undefined,4.5, undefined, undefined, undefined, undefined,1,0.48,2,0.4064,0.5, undefined, undefined,0.16, undefined, undefined,0, undefined,0,0, undefined, undefined, undefined, undefined, undefined,0.006, undefined, undefined, undefined, undefined
21130008124," ""Tomato Ketchup""", undefined,0,5, undefined,0, undefined, undefined,84,0, undefined,0,0, undefined, undefined, undefined,0, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined,0,0.4064,0, undefined, undefined,0.16, undefined, undefined,4, undefined,0,3.00E-05, undefined, undefined, undefined, undefined, undefined,0.0012, undefined, undefined, undefined, undefined
51500243213," ""Creamy Peanut Butter Spread""", undefined,0.02,8, undefined,0, undefined, undefined,795,544, undefined,16,2, undefined, undefined, undefined,0.00072, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined,7,0.2032,3, undefined, undefined,0.08, undefined, undefined,3, undefined,0,0, undefined, undefined,3.40E-05, undefined, undefined,0, undefined,0.002,0.004, undefined
46567508290," ""Natural Swiss Sliced Cheese""", undefined,0.3,1, undefined,0.03, undefined, undefined,460,293, undefined,8,0, undefined, undefined, undefined,0, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined,9,0.1524,5, undefined, undefined,0.06, undefined, undefined,0, undefined,0,9.00E-05, undefined, undefined, undefined, undefined, undefined,0, undefined, undefined, undefined, undefined
48001139985," ""Real Mayonnaise""", undefined,0,0, undefined,0.005, undefined, undefined,377,377, undefined,10,0, undefined, undefined, undefined,0, undefined, undefined, undefined,2.5, undefined, undefined, undefined, undefined,6, undefined,0,0.2286,1.5, undefined, undefined,0.09, undefined, undefined,0, undefined,0,0, undefined, undefined, undefined, undefined, undefined,0, undefined, undefined, undefined, undefined
44856305193," ""Minced Garlic in wanter""", undefined, undefined,1, undefined, undefined, undefined, undefined,21,0, undefined,0, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined,0,0, undefined, undefined, undefined,0, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined
13562300112," ""Macaroni & Cheese""", undefined,0.1,47, undefined,0.01, undefined, undefined,1130,146, undefined,4,2, undefined, undefined, undefined,0.00072, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined,11,1.0922,2, undefined, undefined,0.43, undefined, undefined,5, undefined,0,3.00E-05,0.00015, undefined, undefined, undefined,4.00E-05,0, undefined, undefined, undefined, undefined
70852000619," ""Low Fat Chocolate Milk""", undefined,0.4,23, undefined,0.015, undefined, undefined,628,84, undefined,2.5,0, undefined, undefined, undefined,0, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined,11,0.635,1.5, undefined, undefined,0.25, undefined, undefined,3, undefined,0,0.00015, undefined, undefined, undefined, undefined, undefined,0.0024,1.00E-05, undefined, undefined, undefined
70852000527," ""Chocolate Low Fat Milk""", undefined,0.4,23, undefined,0.015, undefined, undefined,628,84, undefined,2.5,0, undefined, undefined, undefined,0, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined,11,0.635,1.5, undefined, undefined,0.25, undefined, undefined,0, undefined,0,0.00015, undefined, undefined, undefined, undefined, undefined,0.0024,1.00E-05, undefined, undefined, undefined
25317656009," ""Uncured Organic Genoa Salami""", undefined,0,0, undefined,0.02, undefined, undefined,418,251, undefined,7,0, undefined, undefined, undefined,0.00108, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined,8,1.2192,3, undefined, undefined,0.48, undefined, undefined,0, undefined,0,0, undefined, undefined, undefined, undefined, undefined,0, undefined, undefined, undefined, undefined
41900075378," ""Chocolate Milk""", undefined,0.7,34, undefined,0.025, undefined, undefined,1088,167, undefined,4.5,0, undefined, undefined, undefined,0.00036, undefined, undefined, undefined, undefined, undefined, undefined,0.5, undefined, undefined,0.91,19,0.9652,3, undefined, undefined,0.38, undefined, undefined,32, undefined,0,0.000225, undefined,2.70E-06,0.00085, undefined,2.40E-05,0.0024,1.60E-05, undefined, undefined, undefined
74175264024," ""Stater BROS""", undefined,0,2, undefined,0.01, undefined, undefined,293,251, undefined,6,0, undefined, undefined, undefined,0, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined,0,0.7112,1, undefined, undefined,0.28, undefined, undefined,1, undefined,0,0, undefined, undefined, undefined, undefined, undefined,0, undefined, undefined, undefined, undefined
70852010595," ""Grade AA Butter""", undefined, undefined,0, undefined,0.03, undefined, undefined,418,418, undefined,11, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined,0,0.2286,7, undefined, undefined,0.09, undefined, undefined, undefined, undefined,0,0.00012, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined
11594202107," ""Original Kettle Style Potato Chips""", undefined,0,15, undefined,0, undefined, undefined,586,335, undefined,9,1, undefined, undefined, undefined,0.00036, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined,1,0.2794,2.5, undefined, undefined,0.11, undefined, undefined,0, undefined,0,0, undefined, undefined, undefined, undefined, undefined,0.006, undefined, undefined, undefined, undefined
74865756655," ""Milk""", undefined,0.3,13, undefined,0.035, undefined, undefined,669,335, undefined,9,0, undefined, undefined, undefined,0, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined,0.4,8,0.3302,5, undefined, undefined,0.13, undefined, undefined,12, undefined,0,9.00E-05, undefined, undefined, undefined, undefined, undefined,0.0024,1.00E-05, undefined, undefined, undefined
41449003153," ""Buttermilk complete pancake mix""", undefined,0.04,37, undefined,0, undefined, undefined,753,63, undefined,1.5,1, undefined, undefined, undefined,0.0018, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined,4,1.3462,0.5, undefined, undefined,0.53, undefined, undefined,6, undefined,0,0, undefined, undefined, undefined, undefined, undefined,0, undefined, undefined, undefined, undefined
49022565951," ""Cream of Chicken [Condensed Soup]""", undefined,0,8, undefined,0.01, undefined, undefined,460,251, undefined,7,1, undefined, undefined, undefined,0.00036, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined,3,2.2098,1, undefined, undefined,0.87, undefined, undefined,0, undefined,0,0.00012, undefined, undefined, undefined, undefined, undefined,0, undefined, undefined, undefined, undefined
12000109416," ""Pepsi""", undefined, undefined,40, undefined, undefined, undefined, undefined,628, undefined, undefined,0, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined,0,0.0762, undefined, undefined, undefined,0.03, undefined, undefined,40, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined
24300044311," ""Mini Powdered Donuts""", undefined,0,29, undefined,0.015, undefined, undefined,920,418, undefined,11,0, undefined, undefined, undefined,0.00072, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined,2,0.5588,6, undefined, undefined,0.22, undefined, undefined,15, undefined,0,0, undefined, undefined, undefined, undefined, undefined,0, undefined, undefined, undefined, undefined
38000924408," ""Chocolate Peanut Butter Poptarts""", undefined,0,36, undefined,0, undefined, undefined,837,188, undefined,5,1, undefined, undefined, undefined,0.0018, undefined, undefined, undefined,2, undefined, undefined, undefined, undefined,1, undefined,2,0.6096,2, undefined, undefined,0.24, undefined, undefined,19, undefined,0,0.00015,0.00015, undefined,0.00017,0.0002, undefined,0, undefined, undefined,0.002, undefined
1.29378E+11," ""Liberty Cube""", undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined
38000844973," ""Pringles BBQ""", undefined,0,15, undefined,0, undefined, undefined,628,335, undefined,9,1, undefined, undefined, undefined,0.00036, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined,1,0.3429,2.5, undefined, undefined,0.135, undefined, undefined,2, undefined,0,0, undefined, undefined, undefined, undefined, undefined,0.0036, undefined, undefined, undefined, undefined
27000419021," ""Snack Pack Tapioca Pudding """, undefined,0.3,20, undefined,0, undefined, undefined,460, undefined, undefined,2.5,1, undefined, undefined, undefined,0, undefined, undefined, undefined,1, undefined, undefined, undefined, undefined,0,0.065,1,0.3175,1.5, undefined, undefined,0.125, undefined, undefined,13, undefined,0,0, undefined, undefined, undefined, undefined, undefined,0, undefined, undefined, undefined, undefined
58449870241," ""Envirokidz Choco Chimps""", undefined,0,26, undefined,0, undefined, undefined,460, undefined, undefined,1,2, undefined, undefined, undefined,0.00108, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined,2,0.2286,0.3, undefined, undefined,0.09, undefined, undefined,9, undefined,0,0, undefined, undefined, undefined, undefined, undefined,0, undefined, undefined, undefined, undefined
41269406547," ""Hollow Creamy Candy with Cookie Bits""", undefined,0.08,27, undefined,0.005, undefined, undefined,920, undefined, undefined,12,0, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined,3,0.1143,11, undefined, undefined,0.045, undefined, undefined,26, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined
14100070337," ""Farmhouse Oatmeal""", undefined,0.04,22, undefined,0, undefined, undefined,120, undefined, undefined,2,1, undefined, undefined, undefined,0.00108, undefined, undefined, undefined,0, undefined, undefined, undefined, undefined,1, undefined,4,0.508,0, undefined, undefined,0.2, undefined, undefined,3, undefined,0,0,0.00012, undefined,0.000102, undefined,3.20E-05,0, undefined, undefined,0.0016, undefined
14100074670," ""Farmhouse Sourdough""", undefined,0.02,22, undefined,0, undefined, undefined,502, undefined, undefined,1.5,1, undefined, undefined, undefined,0.00108, undefined, undefined, undefined,0, undefined, undefined, undefined, undefined,0.5, undefined,4,0.5588,0, undefined, undefined,0.22, undefined, undefined,2, undefined,0,0,0.00012, undefined,0.000136, undefined,2.40E-05,0, undefined, undefined,0.0016, undefined
11110802354," ""cut green beans""", undefined,0.02,4, undefined,0, undefined, undefined,84, undefined, undefined,0,2, undefined, undefined, undefined,0, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined,1,1.016,0, undefined, undefined,0.4, undefined, undefined,2, undefined,0,6.00E-05, undefined, undefined, undefined, undefined, undefined,0.0024, undefined, undefined, undefined, undefined
11110001986," ""Light Rye""", undefined, undefined,23, undefined,0, undefined, undefined,502, undefined, undefined,1,1, undefined, undefined, undefined, undefined, undefined, undefined, undefined,0, undefined, undefined, undefined, undefined,0, undefined,4,0.6604,0.5, undefined, undefined,0.26, undefined, undefined,1, undefined,0, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined
11110001207," ""White enriched bread""", undefined,0.04,14, undefined,0, undefined, undefined,293, undefined, undefined,0.5,1, undefined, undefined, undefined,0.00072, undefined, undefined, undefined,0, undefined, undefined, undefined, undefined,0, undefined,2,0.3429,0, undefined, undefined,0.135, undefined, undefined,2, undefined,0,0,0.00012, undefined,6.80E-05, undefined,2.40E-05,0, undefined, undefined,0.0008, undefined
11110020109," ""Hamburger enriched buns""", undefined,0.04,22, undefined,0, undefined, undefined,502, undefined, undefined,1,1, undefined, undefined, undefined,0.00144, undefined, undefined, undefined,0, undefined, undefined, undefined, undefined,0, undefined,4,0.508,0, undefined, undefined,0.2, undefined, undefined,3, undefined,0,0,0.00015, undefined,0.000102, undefined,4.00E-05,0, undefined, undefined,0.0012, undefined
11110844965," ""italian style tomato paste""", undefined,0,7, undefined,0, undefined, undefined,126, undefined, undefined,0,2, undefined, undefined, undefined,0, undefined, undefined, undefined,0, undefined, undefined, undefined, undefined,0, undefined,1,0.4064,0, undefined, undefined,0.16, undefined, undefined,4, undefined,0,0.00012, undefined, undefined, undefined, undefined,0,0.0036, undefined, undefined, undefined, undefined
73234020083," ""Kokuho Rose""", undefined,0,36, undefined,0, undefined, undefined,669, undefined, undefined,0,1, undefined, undefined, undefined,0.00036, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined,3,0,0, undefined, undefined,0, undefined, undefined,0, undefined,0,0, undefined, undefined, undefined, undefined, undefined,0, undefined, undefined, undefined, undefined
24600017008," ""Coarse Kosher Salt""", undefined, undefined,0, undefined, undefined, undefined, undefined,0, undefined, undefined,0, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined,0,1.2192, undefined, undefined, undefined,0.48, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined
27000378953," ""Diced tomatoes basil garlic & oregano""", undefined,0.04,7, undefined,0, undefined, undefined,146, undefined, undefined,0,2, undefined, undefined, undefined,0.00072, undefined,0.00012, undefined, undefined, undefined, undefined, undefined, undefined, undefined,0.23,1,0.6858,0, undefined, undefined,0.27, undefined, undefined,3, undefined,0,0.00012, undefined, undefined, undefined, undefined, undefined,0.012, undefined,0.0012, undefined, undefined
27000379097," ""Crushed tomatoes""", undefined,0,9, undefined,0, undefined, undefined,188, undefined, undefined,0,3, undefined, undefined, undefined,0.00144, undefined,0.00012, undefined, undefined, undefined, undefined, undefined, undefined, undefined,0.37,2,0.5842,0, undefined, undefined,0.23, undefined, undefined,4, undefined,0,0.00015, undefined, undefined, undefined, undefined, undefined,0.006, undefined,0.002, undefined, undefined
52066004010," ""Oriental style instant noodles stew beef flavour""", undefined,0,39, undefined,0, undefined, undefined,1213, undefined, undefined,11,2, undefined, undefined, undefined,0, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined,8,3.8862,4, undefined, undefined,1.53, undefined, undefined,2, undefined,0,0, undefined, undefined, undefined, undefined, undefined,0, undefined, undefined, undefined, undefined
16000275287," ""Cheerios""", undefined,0.1,20, undefined, undefined, undefined, undefined,100, undefined, undefined,2,3, undefined, undefined, undefined,0.0081,0.032, undefined, undefined,0.5, undefined, undefined,0.1, undefined,0.5, undefined,3,0.3556,0.5, undefined, undefined,0.14, undefined, undefined,1, undefined,0,0.00015,0.000375,1.50E-06,3.40E-05,0.0005,0.0002,0.006,4.00E-06, undefined,0.005,0.00375
16000275263," ""Cheerios""", undefined,0.1,20, undefined,0, undefined, undefined,418,63, undefined,2,3, undefined, undefined, undefined,0.0081,0.032, undefined, undefined,0.5, undefined, undefined,0.1, undefined,0.5,0.18,3,0.3556,0.5, undefined, undefined,0.14,1, undefined,1, undefined,0,0.00015,0.000375,1.50E-06,3.40E-05,0.0005,0.0002,0.006,4.00E-06, undefined,0.005,0.00375
11110815330," ""Diced tomatoes in tomato juice""", undefined, undefined,5, undefined,0, undefined, undefined,105, undefined, undefined,0,1, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined,1,0.4572,0, undefined, undefined,0.18, undefined, undefined,3, undefined,0, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined
